pokemonId,latitude,longitude,appearedTimeOfDay,appearedHour,appearedMinute,city,continent,weather,population_density
133,33.554697,-84.351946,night,5,30,New_York,America,Clear,1018.29596
48,35.741945,-78.662877,night,5,28,New_York,America,Clear,493.07547
13,33.553931,-84.352356,night,5,27,New_York,America,Clear,1018.29596
54,38.903088,-77.199601,night,5,27,New_York,America,Clear,761.8856
16,26.547405,-80.077545,night,5,27,New_York,America,Clear,1517.408
54,39.417708,-77.423983,night,5,26,New_York,America,Clear,849.44226
48,33.553753,-84.352274,night,5,25,New_York,America,Clear,1018.29596
35,39.317932,-84.507185,night,5,25,New_York,America,Clear,1135.3196
35,38.900851,-77.197534,night,5,25,New_York,America,Clear,761.8856
16,33.554181,-84.35211,night,5,25,New_York,America,Clear,1018.29596
10,33.554473,-84.352767,night,5,25,New_York,America,Clear,1018.29596
1,38.207112,-81.512109,night,5,24,New_York,America,Clear,89.69245
48,33.554074,-84.353589,night,5,24,New_York,America,Clear,1018.29596
129,39.417209,-77.424521,night,5,24,New_York,America,Clear,849.44226
48,39.416191,-77.41959,night,5,23,New_York,America,Clear,849.44226
13,33.554564,-84.352849,night,5,23,New_York,America,Clear,1018.29596
21,26.547758,-80.07737,night,5,23,New_York,America,Clear,1517.408
58,38.205984,-81.512366,night,5,21,New_York,America,Clear,89.69245
19,33.553745,-84.35211,night,5,21,New_York,America,Clear,1018.29596
48,39.415713,-77.41959,night,5,21,New_York,America,Clear,849.44226
19,33.555311,-84.352028,night,5,21,New_York,America,Clear,1018.29596
46,38.907063,-77.198523,night,5,20,New_York,America,Clear,761.8856
16,26.332881,-81.811548,night,5,19,New_York,America,Clear,0
29,44.477702,-73.211571,night,5,17,New_York,America,Clear,591.0899
21,38.907164,-77.198702,night,5,17,New_York,America,Clear,761.8856
21,39.415016,-77.419769,night,5,16,New_York,America,Clear,849.44226
16,33.554875,-84.352028,night,5,15,New_York,America,Clear,1018.29596
133,39.411704,-77.42228,night,5,14,New_York,America,Clear,849.44226
16,33.555046,-84.351946,night,5,14,New_York,America,Clear,1018.29596
19,39.416228,-77.421383,night,5,12,New_York,America,Clear,849.44226
54,26.355955,-81.80668,night,5,12,New_York,America,Clear,0
52,38.854854,-77.343435,night,5,12,New_York,America,Clear,880.8093
44,26.332895,-81.811804,night,5,11,New_York,America,Clear,0
16,44.476891,-73.212573,night,5,10,New_York,America,Clear,591.0899
129,26.356052,-81.806765,night,5,10,New_York,America,Clear,0
19,38.854583,-77.343166,night,5,9,New_York,America,Clear,880.8093
52,33.707201,-78.862902,night,5,9,New_York,America,Clear,511.28308
16,26.331863,-81.811377,night,5,9,New_York,America,Clear,0
48,37.605308,-77.372683,night,5,8,New_York,America,Clear,247.57158
133,42.327929,-71.583476,night,5,7,New_York,America,Clear,880.8093
41,44.477719,-73.212175,night,5,6,New_York,America,Clear,591.0899
19,26.332486,-81.812658,night,5,6,New_York,America,Clear,0
17,44.476441,-73.212536,night,5,4,New_York,America,Clear,591.0899
109,33.70551,-78.864229,night,5,4,New_York,America,Clear,511.28308
129,39.417679,-77.423714,night,5,3,New_York,America,Clear,849.44226
16,26.333122,-81.812573,night,5,2,New_York,America,Clear,0
10,44.477784,-73.211624,night,5,2,New_York,America,Clear,591.0899
79,39.417689,-77.423804,night,5,1,New_York,America,Clear,849.44226
16,33.706306,-78.862549,night,5,1,New_York,America,Clear,511.28308
98,44.476277,-73.21243,night,5,1,New_York,America,Clear,591.0899
16,26.33318,-81.811975,night,5,1,New_York,America,Clear,0
17,26.333224,-81.812743,night,5,1,New_York,America,Clear,0
14,26.355854,-81.806509,night,5,0,New_York,America,Clear,0
130,39.418057,-77.424252,night,5,0,New_York,America,Clear,849.44226
13,44.477634,-73.211612,night,4,58,New_York,America,Clear,591.0899
129,26.356138,-81.80668,night,4,58,New_York,America,Clear,0
16,44.476823,-73.212614,night,4,58,New_York,America,Clear,591.0899
60,39.416182,-77.4195,night,4,54,New_York,America,Clear,849.44226
19,38.855023,-77.344242,night,4,54,New_York,America,Clear,880.8093
79,39.415284,-77.420038,night,4,53,New_York,America,Clear,849.44226
43,38.855184,-77.344242,night,4,51,New_York,America,Clear,880.8093
4,40.021782,-83.100173,night,4,50,New_York,America,Clear,396.6662
92,44.479941,-73.21268,night,4,49,New_York,America,Clear,591.0899
16,39.415824,-77.419141,night,4,49,New_York,America,Clear,849.44226
127,40.614703,-73.901306,night,4,47,New_York,America,PartlyCloudy,10000
19,39.415434,-77.419948,night,4,47,New_York,America,Clear,849.44226
16,33.554753,-84.353178,night,4,46,New_York,America,Clear,1018.29596
10,33.555319,-84.352192,night,4,46,New_York,America,Clear,1018.29596
21,40.613492,-73.902041,night,4,44,New_York,America,PartlyCloudy,10000
32,39.416909,-77.41959,night,4,43,New_York,America,Clear,849.44226
16,42.327465,-71.58292,night,4,42,New_York,America,Clear,880.8093
13,42.32778,-71.583476,night,4,41,New_York,America,Clear,880.8093
16,36.134376,-79.910393,night,4,39,New_York,America,PartlyCloudy,296.7843
19,33.555144,-84.352192,night,4,38,New_York,America,Clear,1018.29596
43,38.794151,-76.985053,night,4,37,New_York,America,PartlyCloudy,214.14536
16,39.416317,-77.42219,night,4,37,New_York,America,Clear,849.44226
54,39.415304,-77.420217,night,4,36,New_York,America,Clear,849.44226
46,38.796204,-76.979743,night,4,35,New_York,America,PartlyCloudy,214.14536
10,39.416151,-77.419948,night,4,35,New_York,America,Clear,849.44226
32,38.794826,-76.978933,night,4,35,New_York,America,PartlyCloudy,214.14536
54,38.793923,-76.979473,night,4,35,New_York,America,PartlyCloudy,214.14536
43,42.324852,-71.584218,night,4,34,New_York,America,Clear,880.8093
127,42.324465,-71.584125,night,4,34,New_York,America,Clear,880.8093
48,39.41762,-77.423176,night,4,34,New_York,America,Clear,849.44226
10,44.490933,-73.183988,night,4,34,New_York,America,Clear,256.71356
16,39.415727,-77.423356,night,4,34,New_York,America,Clear,849.44226
100,33.703124,-78.866441,night,4,34,New_York,America,Clear,511.28308
13,42.324323,-71.585516,night,4,33,New_York,America,Clear,880.8093
69,38.79388,-76.977673,night,4,33,New_York,America,PartlyCloudy,214.14536
129,33.703184,-78.865202,night,4,32,New_York,America,Clear,511.28308
13,42.325024,-71.585701,night,4,32,New_York,America,Clear,880.8093
133,44.490176,-73.184856,night,4,32,New_York,America,Clear,256.71356
118,33.703394,-78.864672,night,4,32,New_York,America,Clear,511.28308
121,38.997245,-77.406676,night,4,32,New_York,America,PartlyCloudy,442.25146
95,38.788471,-76.975332,night,4,31,New_York,America,PartlyCloudy,214.14536
54,33.706687,-78.861045,night,4,31,New_York,America,Clear,511.28308
133,42.325168,-71.584774,night,4,31,New_York,America,Clear,880.8093
48,39.413486,-77.423266,night,4,31,New_York,America,Clear,849.44226
23,38.793912,-76.979383,night,4,31,New_York,America,PartlyCloudy,214.14536
90,33.703192,-78.865291,night,4,31,New_York,America,Clear,511.28308
21,42.32663,-71.585516,night,4,30,New_York,America,Clear,880.8093
48,39.415568,-77.423356,night,4,30,New_York,America,Clear,849.44226
21,33.705972,-78.86361,night,4,30,New_York,America,Clear,511.28308
81,33.704219,-78.865202,night,4,30,New_York,America,Clear,511.28308
35,38.794922,-76.983343,night,4,30,New_York,America,PartlyCloudy,214.14536
19,39.417022,-77.416989,night,4,30,New_York,America,Clear,849.44226
133,38.799116,-76.978483,night,4,30,New_York,America,PartlyCloudy,214.14536
123,39.416832,-77.423983,night,4,30,New_York,America,Clear,849.44226
21,38.997257,-77.406049,night,4,30,New_York,America,PartlyCloudy,442.25146
10,33.704452,-78.867767,night,4,29,New_York,America,Clear,511.28308
54,38.78842,-76.974882,night,4,29,New_York,America,PartlyCloudy,214.14536
16,39.411731,-77.418155,night,4,29,New_York,America,Clear,849.44226
19,42.324563,-71.580231,night,4,29,New_York,America,Clear,880.8093
13,33.707026,-78.861929,night,4,29,New_York,America,Clear,511.28308
13,42.329566,-71.583476,night,4,29,New_York,America,Clear,880.8093
10,42.327674,-71.577449,night,4,28,New_York,America,Clear,880.8093
118,28.384795,-81.506449,night,4,28,New_York,America,Clear,38.953922
17,34.048958,-84.261667,night,4,28,New_York,America,Clear,761.8856
120,34.050926,-84.266686,night,4,28,New_York,America,Clear,761.8856
14,34.048781,-84.261584,night,4,28,New_York,America,Clear,761.8856
101,33.704273,-78.864848,night,4,28,New_York,America,Clear,511.28308
72,33.701854,-78.866706,night,4,28,New_York,America,Clear,511.28308
129,39.417192,-77.422907,night,4,28,New_York,America,Clear,849.44226
98,42.324716,-71.583847,night,4,28,New_York,America,Clear,880.8093
21,34.053391,-84.260021,night,4,27,New_York,America,Clear,761.8856
46,38.788351,-76.975692,night,4,27,New_York,America,PartlyCloudy,214.14536
29,38.787416,-76.975242,night,4,27,New_York,America,PartlyCloudy,214.14536
102,42.329492,-71.583476,night,4,27,New_York,America,Clear,880.8093
16,34.050778,-84.265369,night,4,27,New_York,America,Clear,761.8856
21,34.064976,-81.197183,night,4,27,New_York,America,Clear,819.19226
19,33.708224,-78.860868,night,4,27,New_York,America,Clear,511.28308
46,42.324547,-71.582827,night,4,27,New_York,America,Clear,880.8093
129,39.415944,-77.424611,night,4,27,New_York,America,Clear,849.44226
16,38.996524,-77.41403,night,4,26,New_York,America,PartlyCloudy,442.25146
123,39.417708,-77.423983,night,4,26,New_York,America,Clear,849.44226
16,42.32526,-71.585331,night,4,26,New_York,America,Clear,880.8093
16,28.379209,-81.504048,night,4,26,New_York,America,Clear,38.953922
13,34.053478,-84.260021,night,4,26,New_York,America,Clear,761.8856
13,28.379481,-81.504048,night,4,26,New_York,America,Clear,38.953922
13,33.705931,-78.863168,night,4,26,New_York,America,Clear,511.28308
13,42.325165,-71.584311,night,4,26,New_York,America,Clear,880.8093
21,38.996042,-77.410353,night,4,26,New_York,America,PartlyCloudy,442.25146
129,33.703567,-78.864672,night,4,26,New_York,America,Clear,511.28308
29,33.704835,-78.867237,night,4,26,New_York,America,Clear,511.28308
54,33.705897,-78.861841,night,4,26,New_York,America,Clear,511.28308
133,38.796018,-76.983793,night,4,26,New_York,America,PartlyCloudy,214.14536
46,38.994942,-77.409098,night,4,25,New_York,America,PartlyCloudy,442.25146
35,44.474692,-73.213695,night,4,25,New_York,America,Clear,591.0899
16,42.324681,-71.582734,night,4,25,New_York,America,Clear,880.8093
118,33.707774,-78.859718,night,4,25,New_York,America,Clear,511.28308
16,34.069379,-81.195978,night,4,25,New_York,America,Clear,819.19226
21,34.050911,-84.266357,night,4,25,New_York,America,Clear,761.8856
41,38.796303,-76.979203,night,4,25,New_York,America,PartlyCloudy,214.14536
19,38.995939,-77.411609,night,4,24,New_York,America,PartlyCloudy,442.25146
29,44.479107,-73.212055,night,4,24,New_York,America,Clear,591.0899
54,33.708017,-78.859541,night,4,24,New_York,America,Clear,511.28308
98,33.703294,-78.865468,night,4,24,New_York,America,Clear,511.28308
16,39.413283,-77.419231,night,4,24,New_York,America,Clear,849.44226
19,28.380615,-81.500446,night,4,24,New_York,America,Clear,38.953922
21,33.555272,-84.347345,night,4,24,New_York,America,Clear,1018.29596
19,33.708766,-78.864937,night,4,24,New_York,America,Clear,511.28308
13,38.997255,-77.406766,night,4,24,New_York,America,PartlyCloudy,442.25146
16,28.38286,-81.503019,night,4,24,New_York,America,Clear,38.953922
13,34.06547,-81.196839,night,4,24,New_York,America,Clear,819.19226
16,42.32466,-71.584403,night,4,24,New_York,America,Clear,880.8093
16,38.798317,-76.982083,night,4,24,New_York,America,PartlyCloudy,214.14536
32,44.491219,-73.183918,night,4,23,New_York,America,Clear,256.71356
129,28.383088,-81.500875,night,4,23,New_York,America,Clear,38.953922
19,44.475395,-73.212962,night,4,23,New_York,America,Clear,591.0899
77,44.476091,-73.213158,night,4,23,New_York,America,Clear,591.0899
19,39.416191,-77.41959,night,4,23,New_York,America,Clear,849.44226
48,38.968891,-77.341192,night,4,23,New_York,America,PartlyCloudy,1463.3706
16,33.555601,-84.348824,night,4,23,New_York,America,Clear,1018.29596
10,44.475192,-73.213085,night,4,23,New_York,America,Clear,591.0899
95,38.787476,-76.975062,night,4,23,New_York,America,PartlyCloudy,214.14536
16,44.479138,-73.212754,night,4,23,New_York,America,Clear,591.0899
129,28.382077,-81.506449,night,4,23,New_York,America,Clear,38.953922
100,33.703938,-78.86591,night,4,23,New_York,America,Clear,511.28308
96,44.480269,-73.212892,night,4,23,New_York,America,Clear,591.0899
16,33.708129,-78.86078,night,4,22,New_York,America,Clear,511.28308
16,38.997922,-77.40847,night,4,22,New_York,America,PartlyCloudy,442.25146
21,33.556997,-84.354575,night,4,22,New_York,America,Clear,1018.29596
32,44.479229,-73.21434,night,4,22,New_York,America,Clear,591.0899
16,33.707745,-78.864141,night,4,22,New_York,America,Clear,511.28308
19,28.381405,-81.504391,night,4,22,New_York,America,Clear,38.953922
129,33.706914,-78.860691,night,4,22,New_York,America,Clear,511.28308
16,28.382818,-81.505249,night,4,22,New_York,America,Clear,38.953922
58,34.050425,-84.261502,night,4,22,New_York,America,Clear,761.8856
119,28.382188,-81.502419,night,4,22,New_York,America,Clear,38.953922
19,39.415471,-77.415196,night,4,22,New_York,America,Clear,849.44226
19,33.706112,-78.863256,night,4,22,New_York,America,Clear,511.28308
46,38.997687,-77.406318,night,4,22,New_York,America,PartlyCloudy,442.25146
17,44.490652,-73.182619,night,4,22,New_York,America,Clear,256.71356
13,33.555514,-84.348824,night,4,21,New_York,America,Clear,1018.29596
16,34.068181,-81.192533,night,4,21,New_York,America,Clear,819.19226
54,28.419513,-81.581021,night,4,21,New_York,America,Clear,64.71778
109,33.553745,-84.35211,night,4,21,New_York,America,Clear,1018.29596
21,39.415713,-77.41959,night,4,21,New_York,America,Clear,849.44226
22,42.330332,-71.579118,night,4,21,New_York,America,Clear,880.8093
16,38.165543,-85.590994,night,4,21,New_York,America,Clear,493.07547
116,28.420013,-81.581792,night,4,21,New_York,America,Clear,64.71778
123,39.416756,-77.415285,night,4,21,New_York,America,Clear,849.44226
79,28.381195,-81.499589,night,4,21,New_York,America,Clear,734.7536
49,33.556967,-84.353917,night,4,21,New_York,America,Clear,1018.29596
13,28.38181,-81.503619,night,4,21,New_York,America,Clear,38.953922
73,28.383132,-81.505935,night,4,21,New_York,America,Clear,38.953922
133,39.411704,-77.42228,night,4,21,New_York,America,Clear,849.44226
13,44.476806,-73.221337,night,4,21,New_York,America,Clear,591.0899
21,33.555552,-84.347755,night,4,21,New_York,America,Clear,1018.29596
16,42.345119,-71.548517,night,4,21,New_York,America,Clear,880.8093
79,33.706204,-78.862372,night,4,21,New_York,America,Clear,511.28308
143,28.384831,-81.502676,night,4,21,New_York,America,Clear,38.953922
133,34.053244,-84.2643,night,4,21,New_York,America,Clear,761.8856
72,33.701776,-78.866794,night,4,21,New_York,America,Clear,511.28308
54,38.9684,-77.341102,night,4,20,New_York,America,PartlyCloudy,1463.3706
116,38.975724,-77.506089,night,4,20,New_York,America,PartlyCloudy,55.97982
21,38.995874,-77.409546,night,4,20,New_York,America,PartlyCloudy,442.25146
19,38.998365,-77.411788,night,4,20,New_York,America,PartlyCloudy,442.25146
7,33.702496,-78.866175,night,4,20,New_York,America,Clear,511.28308
43,42.32455,-71.583291,night,4,20,New_York,America,Clear,880.8093
19,28.381469,-81.503962,night,4,20,New_York,America,Clear,38.953922
41,42.324629,-71.584218,night,4,19,New_York,America,Clear,880.8093
25,33.556739,-84.354657,night,4,19,New_York,America,Clear,1018.29596
16,33.70845,-78.860514,night,4,19,New_York,America,Clear,511.28308
80,28.381527,-81.503448,night,4,19,New_York,America,Clear,38.953922
16,33.709358,-78.866706,night,4,19,New_York,America,Clear,511.28308
20,33.556523,-84.353753,night,4,19,New_York,America,Clear,1018.29596
133,38.973945,-77.509673,night,4,19,New_York,America,PartlyCloudy,55.97982
29,38.792697,-76.980013,night,4,19,New_York,America,PartlyCloudy,214.14536
16,34.049744,-84.263641,night,4,19,New_York,America,Clear,761.8856
133,38.99506,-77.410174,night,4,19,New_York,America,PartlyCloudy,442.25146
21,28.383116,-81.50422,night,4,19,New_York,America,Clear,38.953922
46,34.050952,-84.265369,night,4,19,New_York,America,Clear,761.8856
10,44.479326,-73.214487,night,4,19,New_York,America,Clear,591.0899
19,39.411652,-77.417438,night,4,18,New_York,America,Clear,849.44226
21,38.793631,-76.979023,night,4,18,New_York,America,PartlyCloudy,214.14536
21,33.707215,-78.862106,night,4,18,New_York,America,Clear,511.28308
16,38.973478,-77.508329,night,4,18,New_York,America,PartlyCloudy,55.97982
16,34.05195,-84.258869,night,4,18,New_York,America,Clear,761.8856
129,33.707547,-78.860072,night,4,18,New_York,America,Clear,511.28308
44,42.326741,-71.58394,night,4,18,New_York,America,Clear,880.8093
16,34.049824,-84.259774,night,4,18,New_York,America,Clear,761.8856
48,39.413293,-77.419321,night,4,18,New_York,America,Clear,849.44226
123,39.415003,-77.415285,night,4,18,New_York,America,Clear,849.44226
19,38.99593,-77.407125,night,4,18,New_York,America,PartlyCloudy,442.25146
21,44.482254,-73.21231,night,4,18,New_York,America,Clear,591.0899
19,33.708364,-78.860514,night,4,17,New_York,America,Clear,511.28308
129,28.38068,-81.502933,night,4,17,New_York,America,Clear,38.953922
32,42.325273,-71.58496,night,4,17,New_York,America,Clear,880.8093
100,33.703946,-78.865998,night,4,17,New_York,America,Clear,511.28308
19,38.165328,-85.587458,night,4,17,New_York,America,Clear,493.07547
81,33.704,-78.865645,night,4,17,New_York,America,Clear,511.28308
109,34.050145,-84.261091,night,4,17,New_York,America,Clear,761.8856
21,34.050861,-84.265287,night,4,17,New_York,America,Clear,761.8856
25,33.703768,-78.866883,night,4,17,New_York,America,Clear,511.28308
21,28.382082,-81.505077,night,4,17,New_York,America,Clear,38.953922
16,33.708349,-78.864141,night,4,17,New_York,America,Clear,511.28308
129,33.704467,-78.864141,night,4,17,New_York,America,Clear,511.28308
13,28.380062,-81.506106,night,4,17,New_York,America,Clear,38.953922
19,38.996705,-77.409815,night,4,16,New_York,America,PartlyCloudy,442.25146
21,33.55269,-84.353835,night,4,16,New_York,America,Clear,1018.29596
16,39.414993,-77.415196,night,4,16,New_York,America,Clear,849.44226
54,28.385267,-81.499503,night,4,16,New_York,America,Clear,734.7536
10,34.065396,-81.197011,night,4,16,New_York,America,Clear,819.19226
16,34.049411,-84.262078,night,4,16,New_York,America,Clear,761.8856
19,33.552867,-84.350056,night,4,16,New_York,America,Clear,1018.29596
46,39.411341,-77.418962,night,4,16,New_York,America,Clear,849.44226
16,33.554786,-84.348166,night,4,16,New_York,America,Clear,1018.29596
116,34.053924,-84.265863,night,4,16,New_York,America,Clear,761.8856
148,33.705015,-78.863522,night,4,16,New_York,America,Clear,511.28308
123,39.415016,-77.419769,night,4,16,New_York,America,Clear,849.44226
120,28.419912,-81.58162,night,4,16,New_York,America,Clear,64.71778
133,33.555772,-84.348741,night,4,16,New_York,America,Clear,1018.29596
39,33.70827,-78.860426,night,4,16,New_York,America,Clear,511.28308
16,33.704329,-78.865468,night,4,15,New_York,America,Clear,511.28308
21,33.707887,-78.860956,night,4,15,New_York,America,Clear,511.28308
16,28.385163,-81.506535,night,4,15,New_York,America,Clear,38.953922
22,33.555966,-84.353014,night,4,15,New_York,America,Clear,1018.29596
16,39.413625,-77.423087,night,4,15,New_York,America,Clear,849.44226
46,33.705478,-78.863875,night,4,15,New_York,America,Clear,511.28308
102,41.772663,-72.719368,night,4,15,New_York,America,Clear,1312.533
63,28.385994,-81.503877,night,4,15,New_York,America,Clear,38.953922
16,33.554875,-84.352028,night,4,15,New_York,America,Clear,1018.29596
10,33.707933,-78.860514,night,4,15,New_York,America,Clear,511.28308
102,41.772539,-72.718075,night,4,15,New_York,America,Clear,1312.533
22,34.0509,-84.262407,night,4,15,New_York,America,Clear,761.8856
69,42.327601,-71.583291,night,4,15,New_York,America,Clear,880.8093
133,38.976969,-77.508687,night,4,14,New_York,America,PartlyCloudy,55.97982
96,44.478136,-73.215922,night,4,14,New_York,America,Clear,591.0899
19,28.380217,-81.505678,night,4,14,New_York,America,Clear,38.953922
16,38.168405,-85.590431,night,4,14,New_York,America,Clear,493.07547
16,28.383323,-81.501733,night,4,14,New_York,America,Clear,38.953922
35,44.478918,-73.212272,night,4,14,New_York,America,Clear,591.0899
19,41.772702,-72.71669,night,4,14,New_York,America,Clear,1312.533
19,28.381794,-81.50482,night,4,14,New_York,America,Clear,38.953922
116,38.973564,-77.506895,night,4,14,New_York,America,PartlyCloudy,55.97982
79,39.415559,-77.422549,night,4,14,New_York,America,Clear,849.44226
19,38.976611,-77.507612,night,4,14,New_York,America,PartlyCloudy,55.97982
19,33.555046,-84.351946,night,4,14,New_York,America,Clear,1018.29596
43,28.382306,-81.504305,night,4,14,New_York,America,Clear,38.953922
79,33.705657,-78.862991,night,4,14,New_York,America,Clear,511.28308
133,38.973232,-77.509762,night,4,14,New_York,America,PartlyCloudy,55.97982
29,44.477972,-73.215816,night,4,14,New_York,America,Clear,591.0899
54,33.703388,-78.865556,night,4,14,New_York,America,Clear,511.28308
21,33.557171,-84.354575,night,4,13,New_York,America,Clear,1018.29596
19,33.704923,-78.864406,night,4,13,New_York,America,Clear,511.28308
19,33.554662,-84.347345,night,4,13,New_York,America,Clear,1018.29596
129,28.38125,-81.503362,night,4,13,New_York,America,Clear,38.953922
54,28.380643,-81.503791,night,4,13,New_York,America,Clear,38.953922
16,41.774918,-72.718814,night,4,13,New_York,America,Clear,1312.533
19,28.383232,-81.501733,night,4,13,New_York,America,Clear,38.953922
16,38.973809,-77.508418,night,4,13,New_York,America,PartlyCloudy,55.97982
52,44.478128,-73.21685,night,4,13,New_York,America,Clear,591.0899
48,44.480559,-73.215793,night,4,13,New_York,America,Clear,591.0899
13,33.705689,-78.867148,night,4,12,New_York,America,Clear,511.28308
19,38.973172,-77.506985,night,4,12,New_York,America,PartlyCloudy,55.97982
19,34.051246,-84.26611,night,4,12,New_York,America,Clear,761.8856
16,33.555114,-84.357286,night,4,12,New_York,America,Clear,1018.29596
116,34.051783,-84.262736,night,4,12,New_York,America,Clear,761.8856
123,39.416228,-77.421383,night,4,12,New_York,America,Clear,849.44226
16,33.555753,-84.354082,night,4,12,New_York,America,Clear,1018.29596
41,34.051945,-84.26249,night,4,12,New_York,America,Clear,761.8856
69,28.41956,-81.581792,night,4,12,New_York,America,Clear,64.71778
12,34.049788,-84.262736,night,4,12,New_York,America,Clear,761.8856
21,40.053512,-76.244517,night,4,12,New_York,America,PartlyCloudy,214.14536
11,44.479492,-73.212643,night,4,12,New_York,America,Clear,591.0899
41,28.381975,-81.50482,night,4,12,New_York,America,Clear,38.953922
147,28.419518,-81.581106,night,4,12,New_York,America,Clear,64.71778
127,33.704811,-78.866971,night,4,11,New_York,America,Clear,511.28308
21,41.773296,-72.719553,night,4,11,New_York,America,Clear,1312.533
92,41.773543,-72.717244,night,4,11,New_York,America,Clear,1312.533
109,33.556831,-84.352849,night,4,11,New_York,America,Clear,1018.29596
16,33.704536,-78.866794,night,4,11,New_York,America,Clear,511.28308
54,33.703717,-78.865379,night,4,11,New_York,America,Clear,511.28308
19,33.706471,-78.86246,night,4,11,New_York,America,Clear,511.28308
13,28.383115,-81.502762,night,4,11,New_York,America,Clear,38.953922
79,33.707981,-78.861045,night,4,11,New_York,America,Clear,511.28308
104,44.4784,-73.219146,night,4,11,New_York,America,Clear,591.0899
16,33.554569,-84.356793,night,4,11,New_York,America,Clear,1018.29596
46,41.778725,-72.715119,night,4,11,New_York,America,Clear,1312.533
129,39.41508,-77.41672,night,4,11,New_York,America,Clear,849.44226
58,33.554095,-84.355971,night,4,11,New_York,America,Clear,1018.29596
19,40.052507,-76.249225,night,4,10,New_York,America,PartlyCloudy,214.14536
16,39.056894,-77.511196,night,4,10,New_York,America,PartlyCloudy,296.7843
54,33.704616,-78.863875,night,4,10,New_York,America,Clear,511.28308
16,38.169787,-85.589949,night,4,10,New_York,America,Clear,493.07547
10,38.166684,-85.590672,night,4,10,New_York,America,Clear,493.07547
16,33.708898,-78.864495,night,4,10,New_York,America,Clear,511.28308
16,40.055579,-76.244698,night,4,10,New_York,America,PartlyCloudy,214.14536
41,33.707833,-78.86131,night,4,10,New_York,America,Clear,511.28308
21,33.554683,-84.355478,night,4,10,New_York,America,Clear,1018.29596
54,40.052879,-76.242526,night,4,9,New_York,America,PartlyCloudy,214.14536
133,41.774057,-72.717151,night,4,9,New_York,America,Clear,1312.533
48,33.708385,-78.866441,night,4,9,New_York,America,Clear,511.28308
48,44.480989,-73.210304,night,4,9,New_York,America,Clear,591.0899
19,33.707201,-78.862902,night,4,9,New_York,America,Clear,511.28308
19,38.973695,-77.506626,night,4,9,New_York,America,PartlyCloudy,55.97982
16,33.555067,-84.348577,night,4,9,New_York,America,Clear,1018.29596
19,33.703228,-78.867591,night,4,9,New_York,America,Clear,511.28308
13,40.053508,-76.242526,night,4,9,New_York,America,PartlyCloudy,214.14536
129,28.384787,-81.499074,night,4,8,New_York,America,Clear,734.7536
16,38.166394,-85.591717,night,4,8,New_York,America,Clear,493.07547
19,38.972992,-77.506805,night,4,8,New_York,America,PartlyCloudy,55.97982
21,44.480002,-73.216027,night,4,8,New_York,America,Clear,591.0899
